idcode,year,birth_yr,age,race,msp,nev_mar,grade,collgrad,not_smsa,c_city,south,ind_code,occ_code,union,wks_ue,ttl_exp,tenure,hours,wks_work,ln_wage
1074,75,48,26,"white",0,1,16,1,0,0,0,11,13,,0,5.365385,1.333333,60,47,1.395542
1074,77,48,28,"white",0,1,16,1,0,0,0,11,13,0,0,6.173077,3.333333,40,42,1.773604
1074,78,48,29,"white",0,1,16,1,0,0,0,11,13,0,0,7.211538,4.416667,40,54,1.799642
1074,80,48,31,"white",0,1,16,1,0,0,0,11,13,0,0,9.038462,6.333333,40,95,1.745276
1074,82,48,33,"white",1,0,16,1,0,1,1,11,13,0,8,10.38462,.5,40,70,1.396244
1074,83,48,34,"white",1,0,16,1,0,1,1,11,13,1,,10.38462,.3333333,38,,1.668195
1075,68,49,18,"white",0,1,12,0,0,0,0,4,3,,0,1,.5833333,40,52,1.464574
1075,69,49,19,"white",0,1,12,0,0,0,0,4,3,,2,1.961538,.3333333,40,50,1.614304
1075,70,49,20,"white",0,1,12,0,0,0,0,6,3,0,0,2.942308,1.333333,40,51,1.616407
1075,71,49,21,"white",1,0,12,0,0,0,0,4,3,,0,3.980769,2.333333,40,54,1.69682
1075,72,49,22,"white",1,0,12,0,0,0,0,6,3,,5,4.423077,3,40,23,1.69682
1075,82,49,32,"white",1,0,12,0,0,0,0,6,8,1,0,5.615385,1.5,15,62,1.324419
1075,83,49,33,"white",1,0,12,0,0,0,0,11,8,,0,6.173077,2.166667,15,29,1.332366
1075,85,49,35,"white",1,0,12,0,0,0,0,6,8,0,,8.173077,2.25,20,104,1.905152
1075,87,49,37,"white",1,0,12,0,0,0,0,6,8,0,,10.13461,.75,25,102,2.431087
1075,88,49,39,"white",1,0,12,0,0,0,0,6,8,,0,11.36539,1.583333,25,64,1.992951
1076,68,46,21,"white",0,1,16,1,1,0,0,11,13,,0,.1666667,.1666667,60,6,1.14096
1076,69,46,22,"white",0,1,16,1,1,0,0,11,13,,0,1.083333,1.083333,45,44,1.386294
1076,70,46,23,"white",0,1,16,1,1,0,0,11,13,0,0,2.166667,2.166667,45,52,1.376927
1076,71,46,24,"white",0,1,16,1,0,0,0,11,13,,,2.5,2.5,50,,1.278081
1076,72,46,25,"white",1,0,16,1,1,0,0,6,4,0,1,3.211538,.4166667,20,37,1.292054
1076,73,46,26,"white",1,0,16,1,1,0,0,6,4,,0,4.115385,.8333333,20,47,1.309547
1076,75,46,28,"white",1,0,16,1,1,0,0,11,13,,0,4.442307,2.5,50,17,1.361496
1076,78,46,31,"white",1,0,16,1,1,0,0,11,13,0,0,5.807692,.5833333,10,51,1.838153
1076,80,46,33,"white",1,0,16,1,1,0,0,6,4,0,0,6.076923,,30,14,1.275272
1076,82,46,35,"white",1,0,16,1,1,0,0,6,4,0,0,6.576923,1.833333,40,26,1.609438
1076,83,46,36,"white",1,0,16,1,1,0,0,6,4,,0,7.230769,.0833333,20,34,1.20896
1076,85,46,38,"white",1,0,16,1,1,0,0,11,13,0,,9.230769,1.5,40,104,1.556067
1076,87,46,40,"white",1,0,16,1,1,0,0,11,13,0,0,10.96154,3.5,40,90,1.796486
1076,88,46,41,"white",1,0,16,1,1,0,0,11,13,0,0,11.80769,,40,44,1.940836
1077,88,52,36,"white",1,0,13,0,0,0,0,11,3,0,0,14.27564,1.083333,16,57,1.615858
1078,68,45,23,"white",0,1,12,0,0,0,0,11,3,,0,1,0,40,52,1.766854
1078,69,45,24,"white",1,0,12,0,0,0,0,11,3,,0,2,.9166667,40,52,1.724507
1078,70,45,25,"white",1,0,12,0,0,0,0,11,3,0,0,3,1.916667,40,52,1.762589
1078,71,45,26,"white",1,0,12,0,0,0,0,11,3,,0,3.423077,2.333333,40,22,1.801809
1078,72,45,27,"white",1,0,12,0,0,0,0,,3,0,9,4.25,1.083333,4,43,1.677717
1078,73,45,28,"white",1,0,12,0,0,0,0,8,3,,0,4.903846,1.833333,3,34,1.677717
1078,80,45,35,"white",1,0,12,0,0,0,0,12,3,0,0,5.826923,1,20,48,1.590789
1078,82,45,37,"white",1,0,12,0,0,0,0,12,3,0,,7.711538,3,16,98,1.609438
1078,83,45,38,"white",1,0,12,0,0,0,0,12,3,0,0,8.75,4,16,54,1.753243
1078,85,45,40,"white",1,0,12,0,0,0,0,12,3,1,,10.75,6,40,104,1.706701
1078,87,45,42,"white",1,0,12,0,0,0,0,12,3,1,,12.75,8,40,104,1.795098
1078,88,45,43,"white",1,0,12,0,0,0,0,12,3,1,0,14.13462,9.416667,40,72,1.79818
1079,68,49,18,"white",0,1,12,0,0,0,0,4,3,,1,.8461539,.1666667,40,44,1.601775
1079,69,49,19,"white",0,1,12,0,0,0,0,4,3,,0,1.846154,1.083333,40,52,1.633535
1079,70,49,20,"white",0,0,12,0,0,0,0,4,3,0,0,2.961538,,40,58,1.809472
1079,71,49,21,"white",1,0,12,0,0,0,1,11,3,,3,3.903846,2.166667,24,49,1.498623
1079,72,49,22,"white",1,0,12,0,0,0,0,6,3,,5,4.076923,.8333333,30,9,1.321042
1079,73,49,23,"white",1,0,12,0,0,0,0,4,3,0,0,4.980769,1.083333,40,47,1.82935
1080,72,53,18,"white",0,1,12,0,0,0,0,6,8,0,0,2.833333,2.833333,40,52,1.02379
1080,73,53,19,"white",1,0,12,0,0,0,0,6,8,0,0,3.833333,3.833333,40,50,1.260795
1080,75,53,21,"white",1,0,12,0,0,0,0,6,8,,0,5.833333,5.833333,45,0,.7230989
1081,71,51,19,"white",0,1,12,0,0,0,0,11,3,,4,4.25,.75,15,47,1.251763
1081,72,51,20,"white",0,1,12,0,0,0,0,11,8,0,0,5.25,1.166667,40,52,1.701433
1081,73,51,21,"white",0,1,12,0,0,0,0,11,8,1,0,6.346154,2.25,40,57,1.85806
1081,75,51,23,"white",1,0,12,0,0,0,0,4,3,,0,7.346154,.3333333,15,52,1.622861
1081,77,51,25,"white",1,0,12,0,0,0,0,4,3,0,0,8.346153,1.25,25,52,1.371949
1081,78,51,26,"white",1,0,12,0,0,0,0,4,3,,2,8.51923,1.333333,20,9,1.503577
1082,72,49,22,"white",0,1,12,0,0,0,0,11,8,,,3.596154,.5,32,,1.321042
1082,73,49,23,"white",0,1,12,0,0,0,0,11,8,0,0,4.557693,.9166667,40,50,1.555594
1082,75,49,25,"white",0,1,12,0,0,0,0,11,8,,0,5.557693,3,40,52,1.791196
1082,77,49,27,"white",1,0,12,0,1,0,0,4,11,0,2,6.173077,.3333333,18,32,1.416566
1082,78,49,28,"white",1,0,12,0,1,0,0,4,6,,0,6.711538,.9166667,20,28,1.098112
1083,72,46,25,"white",0,1,7,0,0,0,0,11,8,0,0,3.384615,1.083333,35,51,1.1191
1083,73,46,26,"white",0,1,7,0,0,1,0,11,8,,26,3.826923,1.416667,35,23,1.1191
1083,75,46,28,"white",1,0,7,0,0,1,0,9,8,,32,4.211538,.3333333,40,20,1.298975
1083,77,46,30,"white",1,0,7,0,0,0,0,4,5,0,9,5.038462,1.666667,32,43,1.165771
1084,88,47,41,"white",1,0,14,0,0,1,0,8,8,0,0,6.634615,2.083333,30,72,.9862493
1085,70,47,22,"white",1,0,14,0,0,1,0,11,1,0,0,2.807692,1.166667,40,59,2.254843
1085,71,47,23,"white",1,0,14,0,0,1,0,11,1,0,0,3.769231,2.083333,40,50,2.41017
1085,72,47,24,"white",1,0,14,0,0,1,0,11,1,0,0,4.384615,3.083333,40,32,2.370864
1085,73,47,25,"white",1,0,14,0,0,0,0,11,1,0,0,5.25,4.083333,40,45,2.467621
1085,75,47,27,"white",1,0,14,0,0,0,0,11,1,,0,6.25,6,40,52,2.491361
1085,77,47,29,"white",1,0,14,0,0,0,0,11,1,0,0,8,8,40,52,2.475618
1085,78,47,30,"white",1,0,14,0,0,0,0,11,1,0,0,9.083333,9.083333,40,54,2.517876
1085,80,47,32,"white",1,0,14,0,0,0,0,11,1,0,,11.08333,11.08333,40,98,2.446455
1085,82,47,34,"white",1,0,14,0,0,0,0,11,1,0,,13,13,40,98,2.51689
1085,83,47,35,"white",1,0,14,0,0,0,0,11,1,0,0,14,14,40,51,2.57429
1085,85,47,37,"white",1,0,14,0,0,0,0,11,1,0,,16,16,40,104,2.430274
1085,87,47,39,"white",1,0,14,0,0,0,0,11,1,0,,18,18,40,104,2.495166
1085,88,47,40,"white",1,0,14,0,0,0,0,11,1,0,0,19.41667,19.41667,24,72,2.457426
1086,72,53,19,"white",0,1,12,0,0,1,0,11,3,1,17,.7307692,.6666667,15,30,1.231429
1086,73,53,20,"white",0,1,12,0,0,0,0,11,8,0,0,1.75,1.666667,27,53,1.72363
1086,78,53,25,"white",1,0,12,0,0,0,0,11,8,1,0,6.75,6.75,35,58,2.219628
1086,82,53,29,"white",1,0,12,0,1,0,0,9,8,0,0,10.53205,.4166667,39,97,1.553925
1086,83,53,30,"white",1,0,12,0,1,0,0,9,8,0,0,11.55128,1.416667,35,53,1.662746
1086,85,53,31,"white",1,0,12,0,1,0,0,9,8,0,0,13.51282,1.416667,40,102,1.722831
1086,87,53,33,"white",1,0,12,0,1,0,0,9,8,0,,15.47436,3.416667,34,102,1.998039
1086,88,53,35,"white",1,0,12,0,1,0,0,9,8,,0,16.8782,4.083333,40,73,1.574325
1087,72,43,28,"white",1,0,12,0,0,1,0,9,7,,0,.9166667,.9166667,36,10,.3903617
1087,73,43,29,"white",1,0,12,0,0,1,0,9,7,,0,1.608974,.1666667,7,36,.4737439
1087,78,43,34,"white",1,0,12,0,0,1,0,4,6,,7,4.583333,4.583333,12,30,1.215895
1087,80,43,36,"white",1,0,12,0,0,0,0,5,8,1,,6.467949,2,25,98,2.349944
1087,82,43,38,"white",0,0,12,0,0,0,0,5,8,1,,8.352564,3.916667,25,98,2.412336
1087,83,43,39,"white",0,0,12,0,0,0,0,5,8,1,0,9.410256,5,25,55,2.427917
1087,85,43,41,"white",1,0,12,0,0,0,0,5,8,1,,11.41026,6.916667,25,104,2.419969
1087,87,43,43,"white",1,0,12,0,0,0,0,5,3,1,,13.41026,8.916667,20,104,2.424447
1087,88,43,44,"white",1,0,12,0,0,0,0,5,6,1,0,14.77564,10.41667,20,71,2.40867
1088,77,45,31,"black",0,1,12,0,0,1,0,9,7,1,51,6.705128,.5,2,1,1.790161
1088,78,45,32,"black",0,1,12,0,0,1,0,11,3,,14,7.474359,.25,10,40,1.321256
1088,80,45,34,"black",0,1,12,0,0,1,0,4,6,,18,9.01282,2.583333,40,80,2.446455
1088,82,45,36,"black",0,1,12,0,0,1,0,4,6,1,0,9.51282,4.5,40,26,2.525729
1089,68,49,18,"black",0,1,12,0,0,1,0,,3,,20,.6153846,.0833333,48,32,1.339411
1089,69,49,19,"black",0,1,12,0,0,1,0,6,3,,0,1.5,.3333333,40,46,1.479384
1089,70,49,20,"black",0,1,12,0,0,1,0,7,3,,0,2,0,25,26,1.633535
1089,71,49,21,"black",0,1,12,0,0,1,0,6,4,,17,2.538462,.6666667,48,28,1.5662
1089,72,49,22,"black",1,0,12,0,0,1,0,6,4,0,0,3.423077,1.666667,40,46,1.649317
1089,73,49,23,"black",1,0,12,0,0,1,0,6,4,,2,4.134615,2.333333,40,37,1.665644
1089,75,49,25,"black",0,0,12,0,0,1,0,4,5,,0,4.634615,2.083333,40,26,2.396051
1089,77,49,27,"black",0,0,12,0,0,1,0,4,3,1,0,5.634615,4.25,56,52,2.380434
1089,78,49,28,"black",0,0,12,0,0,1,0,4,1,1,0,6.326923,5.25,40,36,2.968837
1089,80,49,30,"black",0,0,12,0,0,1,0,4,5,,0,7.25,7.25,46,0,2.172019
1090,70,50,19,"black",0,1,12,0,0,1,0,9,7,,11,1.50641,.3333333,45,35,.7637643
1090,72,50,21,"black",0,1,12,0,0,1,0,6,1,,19,2.948718,.3333333,15,38,2.698352
1091,72,46,25,"black",0,1,15,0,0,0,1,12,3,1,16,5.576923,.6666667,40,37,1.908828
1091,75,46,28,"black",1,0,15,0,0,0,1,12,3,,0,7.307692,3.583333,40,40,1.964083
1091,82,46,35,"black",1,0,15,0,0,0,1,12,3,1,,13.11538,2.583333,40,98,2.09679
1091,83,46,36,"black",1,0,15,0,0,0,1,12,3,0,0,14.17308,3.666667,40,55,2.060287
1091,85,46,38,"black",1,0,15,0,0,0,1,12,3,0,,16.17308,5.666667,40,104,2.043173
1091,87,46,40,"black",1,0,15,0,0,0,1,12,3,0,,18.17308,7.75,40,104,2.179982
1091,88,46,41,"black",1,0,15,0,0,0,1,12,3,0,0,19.5,9.083333,40,69,2.269849
1092,69,50,18,"black",0,1,12,0,0,1,0,6,8,,22,.3717949,0,40,2,1.297063
1092,70,50,20,"black",0,1,12,0,0,1,0,9,7,,3,.4294872,,35,3,.5038075
1092,80,50,30,"black",0,1,12,0,0,1,0,11,13,1,17,1.602564,1.333333,30,61,1.826558
1092,83,50,33,"black",0,1,12,0,0,0,0,11,8,0,0,4.467949,4.333333,30,55,1.189458
1092,85,50,35,"black",0,1,12,0,0,1,0,11,8,1,0,6.391026,6.333333,30,100,1.162815
1092,87,50,37,"black",0,1,12,0,0,1,0,11,13,0,13,8.333333,8.333333,35,78,1.430455
1092,88,50,38,"black",0,1,12,0,0,1,0,11,8,0,10,9.666667,9.666667,35,61,1.525496
1093,68,48,19,"white",1,0,10,0,0,1,0,6,4,,0,.1538462,.0833333,30,8,1.403949
1093,69,48,20,"white",1,0,10,0,0,1,0,6,4,,0,1.153846,.0833333,35,52,1.493561
1093,70,48,21,"white",1,0,10,0,0,1,0,6,4,,24,1.211538,.1666667,35,3,1.451214
1093,71,48,22,"white",1,0,10,0,0,1,0,6,4,,0,1.269231,0,40,3,1.316302
1095,72,50,21,"white",0,1,14,0,0,1,0,6,3,0,0,1.75,.3333333,40,51,1.955348
1095,73,50,22,"white",0,1,14,0,0,1,0,6,3,0,0,2.75,1.333333,43,52,2.049252
1095,75,50,24,"white",0,1,14,0,0,1,0,6,1,,0,3.75,3.25,40,52,1.989816
1095,77,50,26,"white",0,1,14,0,0,0,0,6,1,0,0,5.25,5.25,40,52,2.157637
1095,78,50,27,"white",0,1,14,0,0,0,0,6,1,0,0,6.333333,6.333333,40,55,2.166656
1095,80,50,29,"white",0,1,14,0,0,0,0,6,1,0,,8.333333,8.333333,40,98,2.152084
1095,82,50,31,"white",0,1,14,0,0,0,0,4,3,0,,10.21795,.1666667,40,98,2.525729
1095,83,50,32,"white",0,1,14,0,0,0,0,4,1,0,0,11.3141,1.25,40,57,2.485547
1095,85,50,34,"white",0,1,14,0,0,0,0,8,1,0,,13.3141,3.166667,40,104,2.623317
1095,88,50,37,"white",0,1,14,0,0,0,0,8,1,0,0,16.66026,6.583333,42,70,2.894122
1096,75,52,22,"white",1,0,15,0,0,1,0,11,2,,0,2.173077,1.583333,40,52,1.335179
1096,77,52,24,"white",1,0,15,0,0,0,0,11,2,0,0,2.75,2.75,40,13,1.32282
1096,78,52,25,"white",1,0,15,0,0,0,0,10,6,,0,2.865385,,48,6,1.432687
1096,80,52,27,"white",1,0,15,0,0,0,0,11,3,0,,4.365385,.5,40,78,1.198182
1096,82,52,29,"white",1,0,15,0,0,0,0,11,3,0,0,6.134615,2.333333,40,92,1.518768
1097,71,50,20,"white",1,0,12,0,0,0,0,6,8,0,0,.5,.5,32,24,1.206198
1098,68,49,18,"white",0,1,12,0,0,1,0,5,3,,0,.5,.5,40,21,1.504925
1098,69,49,19,"white",0,0,12,0,0,1,0,5,3,,0,1.416667,1.416667,40,4,1.512174
1098,70,49,20,"white",1,0,12,0,0,1,1,5,3,,0,1.974359,1.5,40,29,1.462577
1098,71,49,21,"white",1,0,12,0,0,1,0,6,3,1,0,2.358974,.3333333,40,20,1.388519
1098,72,49,22,"white",1,0,12,0,0,1,0,6,3,1,0,3.339743,1.333333,42,51,1.454573
1098,73,49,23,"white",1,0,12,0,0,0,0,6,3,1,0,4.320513,2.333333,40,51,1.51211
1098,75,49,25,"white",1,0,12,0,0,0,0,6,3,,0,5.320513,4.333333,40,52,1.622861
1098,77,49,27,"white",1,0,12,0,0,1,0,6,3,1,0,6.333333,6.333333,39,52,1.598887
1098,78,49,28,"white",1,0,12,0,0,0,0,6,2,1,0,7.352564,7.333333,37,53,1.626059
1098,80,49,30,"white",0,0,12,0,0,1,0,6,3,0,1,9.179487,.5,40,95,1.753308
1098,82,49,32,"white",0,0,12,0,0,0,0,7,2,0,1,10.98718,.9166667,43,94,1.862528
1098,83,49,33,"white",1,0,12,0,0,0,0,7,2,0,0,11.96795,1.916667,41,51,1.987966
1098,85,49,35,"white",1,0,12,0,0,0,0,7,3,0,,13.96795,3.833333,40,104,2.014902
1099,70,51,19,"white",0,1,12,0,0,1,0,6,3,,6,.4038461,.0833333,30,21,1.114742
1099,71,51,20,"white",1,0,12,0,0,0,0,12,3,0,0,1.442308,1.333333,40,54,1.348854
1099,77,51,26,"white",1,0,12,0,0,1,0,6,4,0,0,2.365385,.3333333,4,9,2.157637
1099,78,51,27,"white",1,0,12,0,0,1,0,6,4,0,0,3.326923,1.333333,5,50,3.115995
1099,82,51,31,"white",1,0,12,0,0,1,0,11,3,0,,6.711538,1.583333,12,78,1.633154
1099,83,51,32,"white",1,0,12,0,0,1,0,11,3,0,0,7.730769,2.583333,16,53,1.646217
1099,85,51,34,"white",1,0,12,0,0,1,0,11,3,0,0,9.576923,4.583333,16,96,1.722831
1099,87,51,36,"white",1,0,12,0,0,1,0,11,3,0,,11.42308,6.583333,16,96,1.664737
1099,88,51,37,"white",1,0,12,0,0,1,0,11,3,0,0,12.55769,8.083333,20,59,1.729187
1100,73,46,26,"white",1,0,11,0,0,0,0,6,4,,0,1.583333,1.166667,33,0,.761426
1100,80,46,33,"white",1,0,11,0,0,0,0,6,4,0,0,2.583333,1.25,20,52,1.060161
1100,82,46,35,"white",1,0,11,0,0,0,0,6,4,0,,4.467949,3.25,20,98,.9162908
1100,83,46,36,"white",1,0,11,0,0,0,0,6,4,0,5,5.352564,4.25,13,46,.8761089
1101,72,49,22,"white",0,1,16,1,0,0,0,11,13,1,6,1.096154,.3333333,50,20,1.697519
1101,73,49,23,"white",0,1,16,1,0,0,0,11,13,1,0,2.096154,1.333333,50,52,1.720026
1101,75,49,25,"white",0,1,16,1,0,0,0,11,13,,0,3.333333,3.333333,60,52,1.521197
1101,77,49,27,"white",1,0,16,1,0,0,0,11,13,1,0,5.416667,5.416667,60,52,1.891105
1101,78,49,28,"white",1,0,16,1,0,0,0,11,13,1,0,6.5,6.5,60,55,1.566635
1101,80,49,30,"white",1,0,16,1,0,0,0,11,13,1,,8.333333,8.333333,60,78,1.63001
1101,82,49,32,"white",1,0,16,1,0,0,0,11,13,1,,10.33333,10.33333,60,98,1.711994
1101,83,49,33,"white",1,0,16,1,0,0,0,11,13,1,0,11.33333,11.33333,68,52,1.575238
1101,85,49,35,"white",1,0,16,1,0,0,0,11,13,1,0,13.33333,13.33333,60,72,1.796824
1101,87,49,37,"white",1,0,16,1,0,0,0,11,13,1,0,15.33333,15.33333,60,80,1.860938
1101,88,49,39,"white",1,0,16,1,0,0,0,11,13,1,0,16.75,16.75,60,57,1.90314
1102,87,50,36,"white",0,1,16,1,0,0,0,6,3,0,26,8.846153,0,10,,1.044793
1103,78,46,31,"white",1,0,12,0,0,0,0,6,3,0,0,.3076923,0,24,3,1.308635
1103,80,46,33,"white",1,0,12,0,0,0,0,6,3,0,0,1.916667,1.916667,8,15,1.275272
1103,82,46,35,"white",1,0,12,0,0,0,0,4,3,0,32,3.916667,3.916667,40,21,1.294727
1103,83,46,36,"white",1,0,12,0,0,0,0,6,3,0,32,5,5,40,22,1.168778
1103,85,46,38,"white",1,0,12,0,0,0,0,4,3,1,0,6.916667,6.916667,40,36,1.090214
1103,87,46,40,"white",1,0,12,0,0,0,0,6,3,0,0,8.916667,8.916667,30,24,1.16909
1105,75,51,23,"white",1,0,16,1,0,0,0,11,13,,0,2.538461,.3333333,45,52,1.730219
1105,77,51,25,"white",1,0,16,1,0,0,0,11,13,1,0,3.538461,2.416667,50,52,1.699692
1105,78,51,26,"white",1,0,16,1,0,0,0,11,13,1,0,4.519231,3.416667,45,51,1.776277
1105,80,51,28,"white",1,0,16,1,0,0,0,11,13,1,,6.403846,5.333333,43,98,1.90345
1105,82,51,30,"white",1,0,16,1,0,0,0,11,13,1,,8.288462,7.333333,45,98,1.857859
1105,83,51,31,"white",1,0,16,1,0,0,0,11,13,1,0,9.307693,8.333333,47,53,1.922726
1105,87,51,35,"white",1,0,16,1,0,0,0,11,13,1,,13.30769,12.33333,50,104,2.160898
1105,88,51,37,"white",1,0,16,1,0,0,0,11,13,1,0,14.69231,13.75,50,72,2.123158
1106,68,44,24,"black",0,1,12,0,0,0,0,11,8,,22,.5833333,.5833333,40,30,1.611979
1106,69,44,24,"black",0,1,12,0,0,0,0,11,8,,0,1.583333,1.416667,40,52,1.619147
1106,70,44,25,"black",0,1,12,0,0,0,0,11,8,,0,2.602564,1.583333,40,53,1.754488
1106,71,44,26,"black",0,1,12,0,0,0,0,5,3,,0,3.544872,1,45,49,1.131477
1106,72,44,27,"black",0,1,12,0,0,0,0,11,8,0,0,4.583333,1.916667,40,54,1.846615
1106,73,44,28,"black",0,1,12,0,0,0,0,11,8,1,0,5.564102,2.833333,40,51,1.93665
1106,75,44,30,"black",0,1,12,0,0,0,0,11,8,,0,6.564102,4.833333,40,52,1.989816
1106,77,44,32,"black",0,1,12,0,0,1,0,8,8,1,16,7.25641,.4166667,40,36,1.384696
1106,80,44,35,"black",0,1,12,0,0,1,0,7,8,0,,8.75641,1.833333,40,52,1.275272
1106,82,44,37,"black",0,1,12,0,0,1,0,7,8,0,0,9.641025,2.666667,40,46,1.275272
1106,87,44,42,"black",0,1,12,0,0,1,0,11,8,0,,11.46795,1.5,40,94,1.059391
1106,88,44,44,"black",0,1,12,0,0,1,0,11,8,0,0,12.89102,2.916667,42,74,1.211193
1107,70,43,26,"white",1,0,9,0,0,1,0,6,5,,7,1.769231,.4166667,20,40,1.584745
1107,71,43,27,"white",1,0,9,0,0,1,0,,5,,2,2.634615,.8333333,40,45,1.762589
1107,72,43,28,"white",1,0,9,0,0,1,0,7,4,0,6,3.365385,.6666667,35,38,2.217712
1107,73,43,29,"white",1,0,9,0,0,1,0,7,4,,0,3.980769,.9166667,30,32,2.370864
1107,75,43,31,"white",1,0,9,0,0,0,0,11,13,,0,4.75,1.333333,3,40,2.470159
1107,77,43,33,"white",1,0,9,0,0,0,0,11,13,0,0,5.346154,3.416667,4,31,2.465479
1107,78,43,34,"white",1,0,9,0,0,0,0,11,13,,0,5.519231,3.75,3,9,2.459089
1108,85,45,39,"white",0,0,13,0,0,0,0,6,2,0,,9.878205,2,45,104,1.337168
1109,68,42,25,"white",1,0,12,0,0,0,0,5,6,,0,1,.4166667,25,52,2.05236
1109,69,42,26,"white",1,0,12,0,0,0,0,5,6,,0,1.769231,.3333333,25,40,2.010013
1109,70,42,27,"white",1,0,12,0,0,0,0,5,6,1,0,2.807692,1.333333,25,54,1.917881
1109,71,42,28,"white",1,0,12,0,0,0,0,5,6,,0,3.692308,2.25,25,46,2.046263
1109,72,42,29,"white",1,0,12,0,0,0,0,5,6,0,0,4.115385,.4166667,18,22,2.002694
1110,77,43,33,"white",0,0,16,1,0,0,0,11,1,0,0,9,9,40,52,2.380434
1110,78,43,34,"white",0,0,16,1,0,0,0,11,1,0,0,10.09615,10.08333,40,57,2.373996
1110,80,43,36,"white",0,0,16,1,0,0,0,11,1,0,,11.98077,11.91667,40,98,2.355436
1110,82,43,38,"white",0,0,16,1,0,0,0,11,1,0,,14,14,40,98,2.587764
1110,83,43,39,"white",0,0,16,1,0,0,0,11,1,0,0,14.96154,14.91667,40,50,2.50142
1110,85,43,41,"white",0,0,16,1,0,0,0,11,1,0,,16.96154,16.91667,50,104,2.368467
1111,80,48,32,"white",1,0,13,0,0,0,0,5,8,,0,9.288462,5.5,40,37,2.456406
1111,83,48,34,"white",1,0,13,0,0,0,0,6,3,0,0,10.65385,2.166667,12,54,2.917329
1113,68,48,19,"white",0,1,13,0,0,1,0,12,3,,2,.4166667,.4166667,35,16,1.510559
1113,70,48,21,"white",1,0,13,0,0,0,0,4,3,,0,1.916667,.8333333,40,43,1.702528
1113,77,48,28,"white",1,0,13,0,0,0,0,9,3,0,0,2.916667,.1666667,6,52,1.607938
1113,82,48,33,"white",1,0,13,0,0,0,0,4,4,0,0,7.76282,.5,35,97,2.148268
1113,83,48,34,"white",1,0,13,0,0,0,0,4,4,0,0,8.782051,1.5,40,53,2.341214
1113,85,48,36,"white",1,0,13,0,0,0,0,7,2,0,0,10.76282,.9166667,40,103,2.17467
1113,87,48,38,"white",0,0,13,0,0,0,0,8,4,0,,12.76282,1.75,40,104,2.24582
1113,88,48,40,"white",0,0,13,0,0,0,0,8,2,0,0,14.10897,3.083333,40,70,2.346686
1114,82,45,37,"white",0,1,15,0,0,1,1,11,1,0,3,8.788462,.9166667,40,48,1.444304
1114,83,45,38,"white",0,1,15,0,0,1,1,11,3,0,0,9.807693,1,40,53,1.616139
1115,68,46,21,"white",0,0,12,0,0,0,0,5,3,,0,2.25,2.25,35,52,1.470438
1115,71,46,24,"white",1,0,12,0,0,0,0,5,3,0,0,3.980769,1.666667,35,51,1.561538
1115,72,46,25,"white",1,0,12,0,0,0,0,5,3,0,0,4.961538,2.666667,35,51,1.522232
1115,73,46,26,"white",1,0,12,0,0,0,0,5,3,0,0,5.961538,3.666667,35,52,1.529731
1115,75,46,28,"white",1,0,12,0,0,0,0,5,3,,0,5.961538,5.583333,35,0,1.3528
1115,82,46,35,"white",1,0,12,0,0,0,0,5,3,0,4,6.115385,.1666667,25,8,1.441807
1115,85,46,38,"white",0,0,12,0,0,0,0,4,6,0,,7.596154,.25,40,77,1.212005
1115,87,46,40,"white",0,0,12,0,0,0,0,4,3,0,,9.423077,2.333333,40,95,1.298065
1115,88,46,41,"white",0,0,12,0,0,0,0,4,3,0,0,10.78846,3.666667,40,71,1.615858
1116,68,49,18,"white",0,1,12,0,0,0,0,4,3,,0,.5384616,.5,40,28,1.378631
1116,69,49,19,"white",0,1,12,0,0,0,0,5,3,,0,1.538462,.6666667,40,52,1.451214
1116,70,49,20,"white",0,1,12,0,0,0,0,5,3,0,0,2.615385,1.75,40,56,1.597714
1116,71,49,21,"white",0,1,12,0,0,0,0,5,3,0,0,3.653846,2.75,40,54,1.552148
1116,72,49,22,"white",0,1,12,0,0,0,0,5,3,0,0,4.596154,3.75,40,49,1.657514
1116,73,49,23,"white",0,1,12,0,0,0,0,5,3,0,0,5.596154,4.75,40,52,1.555594
1116,75,49,25,"white",0,1,12,0,0,0,0,5,3,,0,6.666667,6.666667,38,52,1.753889
1116,77,49,27,"white",1,0,12,0,0,0,0,5,3,0,0,8.666667,8.666667,38,52,1.634605
1116,78,49,28,"white",1,0,12,0,0,0,0,5,3,0,0,9.75,9.75,38,55,1.70779
1116,80,49,30,"white",1,0,12,0,1,0,0,5,3,0,3,11.66667,11.66667,40,95,1.566978
1116,82,49,32,"white",1,0,12,0,1,0,0,11,3,0,,13.55128,1.75,36,98,1.481604
1116,87,49,37,"white",1,0,12,0,1,0,0,11,3,0,,16.10897,1,35,65,1.430455
1116,88,49,39,"white",1,0,12,0,1,0,0,11,3,,10,16.91667,1.583333,36,42,1.612777
1117,77,52,24,"white",0,1,18,1,0,1,1,11,13,0,0,4,.5,40,35,1.971495
1117,78,52,25,"white",0,1,18,1,0,1,1,11,13,0,0,5.019231,1.5,40,53,1.937494
1117,80,52,27,"white",0,1,18,1,0,0,0,11,13,1,0,6.288462,1.5,50,66,1.753308
1117,82,52,29,"white",1,0,18,1,1,0,0,11,13,1,0,7.538462,3.416667,45,65,1.890095
